Player: 15, Hour: "2025-03-17 23:54:04.052094", Sound:18.94952326284017, IDGame:1, IDSound:0
Player:15, Marsami:25, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:438
Player: 15, Hour: "2025-03-18 00:00:09.504577", Sound:21.358252512134552, IDGame:1, IDSound:100
Player:15, Marsami:25, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:439
Player:15, Marsami:19, RoomOrigin:9, RoomDestiny: 7, Status:1, IDGame:1, IDSound:440
Player:15, Marsami:10, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:441
Player:15, Marsami:11, RoomOrigin:4, RoomDestiny: 5, Status:1, IDGame:1, IDSound:442
Player:15, Marsami:26, RoomOrigin:2, RoomDestiny: 4, Status:1, IDGame:1, IDSound:443
Player: 15, Hour: "2025-03-18 00:00:10.568980", Sound:21.259999999999998, IDGame:1, IDSound:101
Player:15, Marsami:28, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:444
Player:15, Marsami:9, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:445
Player:15, Marsami:25, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:446
Player: 15, Hour: "2025-03-18 00:00:11.639151", Sound:21.34, IDGame:1, IDSound:102
Player:15, Marsami:7, RoomOrigin:10, RoomDestiny: 1, Status:1, IDGame:1, IDSound:447
Player:15, Marsami:13, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:448
Player:15, Marsami:22, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:449
Player:15, Marsami:8, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:450
Player:15, Marsami:21, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:451
Player: 15, Hour: "2025-03-18 00:00:12.708356", Sound:21.42, IDGame:1, IDSound:103
Player:15, Marsami:19, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:452
Player:15, Marsami:23, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:453
Player:15, Marsami:13, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:454
Player:15, Marsami:25, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:455
Player:15, Marsami:12, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:456
Player: 15, Hour: "2025-03-18 00:00:13.774971", Sound:21.62037499297104, IDGame:1, IDSound:104
Player:15, Marsami:23, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:457
Player: 15, Hour: "2025-03-18 00:00:14.841430", Sound: '99.9', IDGame:1, IDSound:105
Player: 15, Hour: "2025-03-18 00:00:15.924030", Sound:21.56, IDGame:1, IDSound:106
